Time,max capacity,pod_1,pod_2,pod_3,pod_4,pod_6,pod_7,pod_9,pod_10,pod_11,pod_12,pod_13,pod_15,pod_16,pod_17,pod_18,pod_19,pod_20,pod_21,pod_22,pod_23,pod_24,pod_25,pod_26,pod_27,pod_28,pod_29,pod_30,pod_31,pod_32,pod_33,pod_34,pod_35,pod_36,pod_37,pod_38,pod_39,pod_40,pod_41,pod_42,pod_43,pod_44,pod_45,pod_46,pod_47,pod_48,pod_49,pod_50,pod_51,pod_52,pod_53,pod_54,pod_55,pod_56,pod_57,pod_58,pod_59,pod_60,pod_61
2025-12-08 11:56:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,25.7 MiB,66.4 MiB,8.45 GiB,2.59 MiB,864 MiB,18.9 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,1.38 GiB,29.5 MiB,189 MiB,9.65 MiB,24.8 MiB,94.9 MiB,103 MiB,545 MiB,13.6 MiB,25.3 MiB,59.6 MiB,70.1 MiB,44.4 MiB,44.0 MiB,672 MiB,959 MiB,964 MiB,949 MiB,787 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 11:58:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,24.1 MiB,66.4 MiB,8.45 GiB,2.84 MiB,821 MiB,19.1 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,157 MiB,159 MiB,164 MiB,326 MiB,175 MiB,1.38 GiB,29.6 MiB,188 MiB,9.72 MiB,24.9 MiB,93.7 MiB,101 MiB,545 MiB,13.9 MiB,26.0 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,672 MiB,953 MiB,971 MiB,948 MiB,665 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 12:00:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,24.1 MiB,66.4 MiB,8.45 GiB,2.58 MiB,805 MiB,18.8 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,1.40 GiB,29.8 MiB,188 MiB,9.90 MiB,24.0 MiB,94.2 MiB,106 MiB,545 MiB,13.4 MiB,26.0 MiB,59.6 MiB,70.1 MiB,44.4 MiB,44.0 MiB,671 MiB,949 MiB,964 MiB,945 MiB,788 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 12:02:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,24.1 MiB,66.4 MiB,8.45 GiB,3.09 MiB,808 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,273 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,1.40 GiB,29.7 MiB,188 MiB,9.79 MiB,23.9 MiB,93.9 MiB,100 MiB,545 MiB,13.0 MiB,25.8 MiB,59.6 MiB,70.1 MiB,44.4 MiB,44.0 MiB,671 MiB,949 MiB,957 MiB,945 MiB,800 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 12:04:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,24.7 MiB,66.4 MiB,8.45 GiB,2.84 MiB,815 MiB,18.9 MiB,2.51 GiB,2.88 MiB,266 MiB,136 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,1.40 GiB,29.4 MiB,188 MiB,9.76 MiB,24.0 MiB,92.8 MiB,98.5 MiB,545 MiB,13.1 MiB,26.3 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,668 MiB,949 MiB,951 MiB,943 MiB,665 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 12:06:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,24.1 MiB,66.5 MiB,8.45 GiB,14.6 MiB,837 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,1.38 GiB,29.4 MiB,188 MiB,10.0 MiB,24.5 MiB,94.0 MiB,102 MiB,545 MiB,12.6 MiB,26.3 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,663 MiB,966 MiB,962 MiB,950 MiB,802 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 12:08:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,23.5 MiB,66.4 MiB,8.45 GiB,2.89 MiB,879 MiB,18.9 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,1.41 GiB,29.5 MiB,188 MiB,10.2 MiB,24.1 MiB,96.4 MiB,102 MiB,553 MiB,13.0 MiB,26.4 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,670 MiB,954 MiB,947 MiB,1001 MiB,803 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 12:10:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,23.2 MiB,66.4 MiB,8.45 GiB,3.09 MiB,882 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,1.41 GiB,29.4 MiB,188 MiB,9.86 MiB,23.9 MiB,94.9 MiB,99.5 MiB,553 MiB,13.9 MiB,26.6 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,669 MiB,952 MiB,944 MiB,967 MiB,667 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 12:12:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,24.1 MiB,66.4 MiB,8.45 GiB,2.61 MiB,863 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,1.41 GiB,29.6 MiB,188 MiB,9.91 MiB,24.4 MiB,94.9 MiB,102 MiB,539 MiB,12.8 MiB,25.9 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,667 MiB,951 MiB,957 MiB,962 MiB,767 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 12:14:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,22.8 MiB,66.4 MiB,8.45 GiB,2.86 MiB,886 MiB,18.8 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.8 MiB,188 MiB,10.2 MiB,22.9 MiB,95.9 MiB,100 MiB,539 MiB,12.5 MiB,24.4 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,667 MiB,949 MiB,970 MiB,962 MiB,767 MiB,33.2 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-08 12:16:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,23.3 MiB,66.4 MiB,8.45 GiB,3.33 MiB,872 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.8 MiB,188 MiB,9.91 MiB,24.5 MiB,95.2 MiB,104 MiB,539 MiB,13.2 MiB,24.4 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,674 MiB,947 MiB,969 MiB,958 MiB,793 MiB,33.2 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:18:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,4.47 GiB,3.87 GiB,,,,,,,,,1.24 GiB,24.0 MiB,66.4 MiB,8.45 GiB,2.80 MiB,879 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.5 MiB,188 MiB,10.2 MiB,24.1 MiB,95.1 MiB,99.8 MiB,539 MiB,13.6 MiB,25.2 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,672 MiB,959 MiB,963 MiB,955 MiB,785 MiB,33.2 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:20:00,61.8 GiB,3.32 GiB,2.73 MiB,,,,,,,,,,,,,,,,,,1.24 GiB,24.2 MiB,66.9 MiB,8.45 GiB,3.07 MiB,880 MiB,18.8 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.7 MiB,188 MiB,9.95 MiB,24.3 MiB,95.2 MiB,105 MiB,539 MiB,13.9 MiB,24.8 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,669 MiB,959 MiB,960 MiB,954 MiB,785 MiB,33.2 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:22:00,61.8 GiB,3.34 GiB,2.73 MiB,,1.61 GiB,,3.54 GiB,,,,,,,,,,,,,3.70 MiB,1.24 GiB,24.3 MiB,67.5 MiB,8.45 GiB,4.84 MiB,919 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.3 MiB,188 MiB,9.79 MiB,24.5 MiB,95.9 MiB,101 MiB,539 MiB,13.3 MiB,25.6 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,665 MiB,951 MiB,949 MiB,942 MiB,784 MiB,33.4 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:24:00,61.8 GiB,3.34 GiB,2.73 MiB,,,,,,,,,,,,,,,,,6.77 MiB,1.24 GiB,25.0 MiB,67.8 MiB,8.45 GiB,2.88 MiB,994 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.3 MiB,188 MiB,9.94 MiB,24.6 MiB,95.1 MiB,113 MiB,551 MiB,11.8 MiB,27.2 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,670 MiB,955 MiB,949 MiB,953 MiB,805 MiB,34.1 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:26:00,61.8 GiB,3.33 GiB,2.73 MiB,,,3.65 GiB,,3.66 GiB,,,,,,,,,,,,8.23 MiB,1.24 GiB,25.0 MiB,66.5 MiB,8.45 GiB,3.37 MiB,996 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.6 MiB,188 MiB,10.3 MiB,24.5 MiB,94.9 MiB,101 MiB,551 MiB,13.3 MiB,27.5 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,682 MiB,952 MiB,948 MiB,946 MiB,805 MiB,34.2 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:28:00,61.8 GiB,3.33 GiB,2.73 MiB,,,3.68 GiB,,3.68 GiB,,,,,,,,,,,,8.79 MiB,1.24 GiB,25.0 MiB,66.5 MiB,8.45 GiB,2.63 MiB,941 MiB,19.4 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.8 MiB,188 MiB,9.81 MiB,23.4 MiB,94.2 MiB,106 MiB,551 MiB,14.0 MiB,25.5 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,675 MiB,966 MiB,948 MiB,945 MiB,665 MiB,33.8 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:30:00,61.8 GiB,3.32 GiB,2.73 MiB,,,3.69 GiB,,3.70 GiB,,,,,,,,,,,,9.32 MiB,1.24 GiB,25.1 MiB,66.5 MiB,8.45 GiB,2.62 MiB,919 MiB,18.9 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.6 MiB,188 MiB,10.1 MiB,24.1 MiB,94.4 MiB,109 MiB,551 MiB,13.6 MiB,25.5 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,693 MiB,961 MiB,987 MiB,945 MiB,817 MiB,33.8 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:32:00,61.8 GiB,3.32 GiB,2.73 MiB,,,3.69 GiB,,3.70 GiB,,,,,,,,,,,,9.86 MiB,1.24 GiB,25.1 MiB,66.5 MiB,8.45 GiB,3.36 MiB,932 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.6 MiB,188 MiB,10.3 MiB,24.2 MiB,93.8 MiB,108 MiB,551 MiB,12.7 MiB,25.6 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,687 MiB,959 MiB,970 MiB,963 MiB,667 MiB,33.7 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:34:00,61.8 GiB,3.32 GiB,2.73 MiB,,,3.69 GiB,,3.70 GiB,,,,,,,,,,,,10.3 MiB,1.24 GiB,23.2 MiB,66.5 MiB,8.45 GiB,2.66 MiB,949 MiB,19.3 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.6 MiB,189 MiB,10.0 MiB,24.7 MiB,92.1 MiB,110 MiB,540 MiB,13.3 MiB,25.7 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,680 MiB,956 MiB,966 MiB,960 MiB,838 MiB,33.7 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:36:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.69 GiB,,3.70 GiB,,,,,,,,,,,,10.5 MiB,1.24 GiB,23.3 MiB,66.5 MiB,8.45 GiB,17.9 MiB,993 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.7 MiB,188 MiB,9.75 MiB,24.0 MiB,94.2 MiB,98.7 MiB,539 MiB,12.6 MiB,25.8 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,674 MiB,952 MiB,958 MiB,749 MiB,837 MiB,33.5 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:38:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,10.7 MiB,1.24 GiB,24.1 MiB,66.5 MiB,8.45 GiB,2.95 MiB,1018 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.7 MiB,188 MiB,9.92 MiB,24.6 MiB,93.8 MiB,100 MiB,548 MiB,12.8 MiB,25.8 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,679 MiB,954 MiB,995 MiB,914 MiB,849 MiB,33.5 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:40:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,10.8 MiB,1.24 GiB,24.8 MiB,66.5 MiB,8.45 GiB,2.60 MiB,1001 MiB,18.9 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.5 MiB,188 MiB,9.85 MiB,24.8 MiB,95.5 MiB,100 MiB,548 MiB,12.3 MiB,25.8 MiB,60.1 MiB,70.2 MiB,44.4 MiB,44.0 MiB,677 MiB,954 MiB,974 MiB,914 MiB,786 MiB,33.5 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:42:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,11.1 MiB,1.24 GiB,24.9 MiB,66.3 MiB,8.45 GiB,3.09 MiB,893 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.5 MiB,188 MiB,9.75 MiB,24.3 MiB,95.8 MiB,100 MiB,548 MiB,13.5 MiB,25.8 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,756 MiB,954 MiB,970 MiB,951 MiB,805 MiB,33.5 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:44:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,11.4 MiB,1.24 GiB,22.3 MiB,66.4 MiB,8.45 GiB,2.83 MiB,795 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.7 MiB,188 MiB,9.58 MiB,24.7 MiB,94.4 MiB,102 MiB,548 MiB,12.5 MiB,25.8 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,721 MiB,953 MiB,974 MiB,945 MiB,767 MiB,33.5 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-08 12:46:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,11.4 MiB,1.24 GiB,23.5 MiB,66.3 MiB,8.45 GiB,2.59 MiB,738 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.7 MiB,188 MiB,9.87 MiB,24.4 MiB,94.7 MiB,106 MiB,548 MiB,13.5 MiB,23.9 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,704 MiB,952 MiB,969 MiB,941 MiB,666 MiB,33.5 MiB,123 MiB,35.1 MiB,9.58 MiB
2025-12-08 12:48:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,12.9 MiB,1.24 GiB,24.2 MiB,66.3 MiB,8.45 GiB,4.49 MiB,739 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.8 MiB,188 MiB,9.57 MiB,24.3 MiB,95.0 MiB,106 MiB,547 MiB,13.5 MiB,24.9 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,694 MiB,952 MiB,966 MiB,939 MiB,667 MiB,33.5 MiB,123 MiB,35.1 MiB,9.58 MiB
2025-12-08 12:50:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,13.1 MiB,1.24 GiB,24.9 MiB,66.1 MiB,8.45 GiB,2.86 MiB,744 MiB,19.5 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.6 MiB,188 MiB,9.73 MiB,24.3 MiB,95.4 MiB,98.2 MiB,546 MiB,12.7 MiB,25.3 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,689 MiB,952 MiB,962 MiB,937 MiB,797 MiB,33.5 MiB,123 MiB,35.1 MiB,9.58 MiB
2025-12-08 12:52:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.71 GiB,,3.71 GiB,,,,,,,,,,,,13.4 MiB,1.24 GiB,24.9 MiB,66.1 MiB,8.45 GiB,8.57 MiB,800 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.8 MiB,189 MiB,9.94 MiB,24.1 MiB,97.2 MiB,105 MiB,546 MiB,13.1 MiB,25.3 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,674 MiB,947 MiB,956 MiB,935 MiB,801 MiB,33.5 MiB,123 MiB,35.1 MiB,9.58 MiB
2025-12-08 12:54:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.71 GiB,,3.72 GiB,,,,,,,,,,,,14.0 MiB,1.24 GiB,24.4 MiB,66.1 MiB,8.45 GiB,2.69 MiB,836 MiB,18.9 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.6 MiB,188 MiB,10.1 MiB,24.2 MiB,94.9 MiB,108 MiB,552 MiB,14.0 MiB,25.6 MiB,60.1 MiB,70.1 MiB,44.4 MiB,44.0 MiB,676 MiB,972 MiB,959 MiB,977 MiB,666 MiB,33.5 MiB,123 MiB,35.1 MiB,9.58 MiB
2025-12-08 12:56:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.71 GiB,,3.72 GiB,,,,,,,,,,,,14.6 MiB,1.24 GiB,24.4 MiB,66.1 MiB,8.45 GiB,2.67 MiB,848 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.8 MiB,189 MiB,9.95 MiB,24.2 MiB,94.3 MiB,108 MiB,551 MiB,12.7 MiB,25.6 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,676 MiB,966 MiB,959 MiB,967 MiB,666 MiB,33.5 MiB,123 MiB,35.1 MiB,9.58 MiB
2025-12-08 12:58:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,15.0 MiB,1.24 GiB,24.4 MiB,66.1 MiB,8.45 GiB,3.17 MiB,725 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.8 MiB,189 MiB,10.2 MiB,24.4 MiB,93.8 MiB,108 MiB,551 MiB,13.2 MiB,25.6 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,676 MiB,965 MiB,815 MiB,961 MiB,789 MiB,33.5 MiB,123 MiB,35.1 MiB,9.58 MiB
2025-12-08 13:00:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,15.4 MiB,1.24 GiB,23.0 MiB,66.1 MiB,8.45 GiB,2.91 MiB,686 MiB,18.8 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.7 MiB,188 MiB,9.93 MiB,24.1 MiB,93.4 MiB,107 MiB,551 MiB,12.0 MiB,25.6 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,673 MiB,964 MiB,921 MiB,960 MiB,801 MiB,33.5 MiB,123 MiB,35.2 MiB,9.58 MiB
2025-12-08 13:02:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,15.9 MiB,1.24 GiB,24.1 MiB,66.1 MiB,8.45 GiB,2.89 MiB,688 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,326 MiB,175 MiB,166 MiB,29.7 MiB,188 MiB,9.70 MiB,24.2 MiB,93.9 MiB,105 MiB,551 MiB,13.4 MiB,25.6 MiB,60.0 MiB,70.1 MiB,44.4 MiB,44.0 MiB,669 MiB,963 MiB,942 MiB,957 MiB,666 MiB,33.5 MiB,123 MiB,35.2 MiB,9.58 MiB
2025-12-08 13:04:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,16.3 MiB,1.24 GiB,23.8 MiB,66.1 MiB,8.45 GiB,3.11 MiB,695 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,347 MiB,159 MiB,163 MiB,514 MiB,350 MiB,166 MiB,29.6 MiB,188 MiB,9.91 MiB,24.0 MiB,94.2 MiB,104 MiB,543 MiB,13.5 MiB,25.7 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,668 MiB,960 MiB,952 MiB,955 MiB,666 MiB,33.5 MiB,123 MiB,35.2 MiB,9.58 MiB
2025-12-08 13:06:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,17.1 MiB,1.24 GiB,23.9 MiB,66.1 MiB,8.45 GiB,3.31 MiB,718 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,394 MiB,159 MiB,163 MiB,538 MiB,390 MiB,166 MiB,29.7 MiB,188 MiB,9.70 MiB,24.0 MiB,95.5 MiB,104 MiB,542 MiB,11.8 MiB,25.5 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,679 MiB,954 MiB,938 MiB,955 MiB,791 MiB,33.5 MiB,123 MiB,35.2 MiB,9.58 MiB
2025-12-08 13:08:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,17.4 MiB,1.24 GiB,24.6 MiB,66.1 MiB,8.45 GiB,2.66 MiB,728 MiB,19.3 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,425 MiB,159 MiB,163 MiB,548 MiB,405 MiB,166 MiB,29.8 MiB,188 MiB,9.79 MiB,24.0 MiB,95.2 MiB,98.4 MiB,542 MiB,13.2 MiB,25.7 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,686 MiB,960 MiB,948 MiB,958 MiB,766 MiB,33.5 MiB,123 MiB,35.2 MiB,9.58 MiB
2025-12-08 13:10:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.71 GiB,,,,,,,,,,,,17.8 MiB,1.24 GiB,24.3 MiB,66.1 MiB,8.45 GiB,2.62 MiB,701 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,452 MiB,159 MiB,163 MiB,547 MiB,414 MiB,166 MiB,29.9 MiB,188 MiB,9.95 MiB,24.1 MiB,93.7 MiB,99.4 MiB,543 MiB,13.0 MiB,25.5 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,683 MiB,957 MiB,1007 MiB,957 MiB,792 MiB,33.5 MiB,123 MiB,35.2 MiB,9.58 MiB
2025-12-08 13:12:00,61.8 GiB,3.31 GiB,2.73 MiB,,,3.70 GiB,,3.72 GiB,,,,,,,,,,,,18.0 MiB,1.24 GiB,24.3 MiB,66.2 MiB,8.45 GiB,2.90 MiB,707 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,481 MiB,159 MiB,163 MiB,543 MiB,564 MiB,166 MiB,29.5 MiB,188 MiB,10.0 MiB,24.3 MiB,95.0 MiB,105 MiB,543 MiB,13.3 MiB,25.6 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,681 MiB,955 MiB,990 MiB,956 MiB,802 MiB,33.4 MiB,123 MiB,34.5 MiB,9.58 MiB
